名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,都道府県,電話番号,携帯,キャリア,カレーの食べ方
平田 丈史,ひらた たけし,hirata_takeshi@example.com,男,59,1961/12/12,既婚,福岡県,084-293-2014,090-7660-7349,ドコモ,ぶっかけ・混ぜ混ぜ派
山下 マサカズ,やました まさかず,yamashita_masakazu@example.com,男,51,1970/8/19,既婚,北海道,056-736-6857,080-9235-5760,ドコモ,奥ルー・別口派
沢 瞳,さわ ひとみ,sawa_hitomi@example.com,女,44,1977/7/7,既婚,神奈川県,095-588-5041,080-3967- 691,au,左ルー・せき止め派
塚原 光博,つかはら みつひろ,tsukahara_mitsuhiro@example.com,男,74,1947/1/31,既婚,埼玉県,074-174-1052,080-1359- 146,ドコモ,ぶっかけ・別口派
山村 一哉,やまむら かずや,yamamura_kazuya@example.com,男,72,1949/3/24,既婚,北海道,077-871-8242,090-6992-4029,au,ぶっかけ・ルー攻め派
三島 りえ,みしま りえ,mishima_rie@example.com,女,54,1966/12/16,既婚,兵庫県,066-981-4393,090-3605-6974,au,右ルー・せき止め派
佐伯 明宏,さえき あきひろ,saeki_akihiro@example.com,男,68,1953/1/5,既婚,茨城県,083-288-4324,090-3892- 545,au,奥ルー・ナン派
玉城 法嗣,たまき ほうし,tamaki_houshi@example.com,男,28,1993/4/10,既婚,愛知県,0 3-363-8227,080-7495-5140,ドコモ,左ルー・別口派
藤森 千夏,ふじもり ちなつ,fujimori_chinatsu@example.com,女,41,1980/8/16,既婚,新潟県,049-234-3437,080-7158-4480,ドコモ,ぶっかけ・せき止め派
牧瀬 遥,まきせ はるか,makise_haruka@example.com,女,77,1944/3/4,既婚,三重県,036-985-6326,090-5302-9025,ドコモ,左ルー・混ぜ混ぜ派
上杉 明,うえすぎ あきら,uesugi_akira@example.com,男,34,1987/5/14,既婚,東京都,047-179- 510,090-4339-8902,ドコモ,左ルー・混ぜ混ぜ派
根岸 竜也,ねぎし たつや,negishi_tatsuya@example.com,男,69,1952/2/13,既婚,神奈川県,013-583- 711,090- 877-7757,ドコモ,ぶっかけ・ルー攻め派
小坂 なぎさ,こざか なぎさ,kozaka_nagisa@example.com,女,49,1972/5/22,既婚,熊本県,034-801-9010,080-8831-9992,ドコモ,左ルー・別口派
藤岡 エリカ,ふじおか えりか,fujioka_erika@example.com,女,64,1957/3/25,既婚,東京都,074-598-3254,090-7340-7319,ドコモ,右ルー・せき止め派
森山 くるみ,もりやま くるみ,moriyama_kurumi@example.com,女,40,1981/7/23,既婚,愛知県,043-  1-7217,080-6529-1067,au,右ルー・ナン派
児玉 洋介,こだま ようすけ,kodama_yousuke@example.com,男,71,1949/12/29,既婚,東京都,058-266-8034,090-6188-5833,ドコモ,左ルー・混ぜ混ぜ派
二宮 莉緒,にのみや りお,ninomiya_rio@example.com,女,57,1963/9/27,既婚,宮崎県,030-758-9558,080-2964-3385,au,左ルー・ルー攻め派
依田 未來,よりた みらい,yorita_mirai@example.com,男,39,1982/2/1,未婚,福岡県,016-732-3007,090-2872-5864,ドコモ,別盛り・ナン派
市川 みき,いちかわ みき,ichikawa_miki@example.com,女,67,1954/3/9,既婚,北海道,039-970- 238,080-1325-6596,ドコモ,左ルー・せき止め派
原 祐基,はら ゆうき,hara_yuuki@example.com,男,65,1955/12/20,既婚,愛媛県,079- 39-8969,090-1485-8423,ソフトバンク,左ルー・混ぜ混ぜ派
秋山 仁,あきやま じん,akiyama_jin@example.com,男,32,1989/7/28,既婚,愛知県,025-847-2549,090-8969-7158,au,右ルー・混ぜ混ぜ派
三好 敏也,みよし としや,miyoshi_toshiya@example.com,男,62,1959/5/12,既婚,千葉県,044-888-6798,090-9982-1204,ドコモ,左ルー・せき止め派
田原 ジローラモ,たはら じろーらも,tahara_girolamo@example.com,男,24,1997/1/27,既婚,福岡県,012-152-2684,090-2843-5028,ソフトバンク,左ルー・混ぜ混ぜ派
山野 友以乃,やまの ゆいの,yamano_yuino@example.com,女,46,1975/1/19,既婚,新潟県,027-931-7308,080-2907-5160,au,右ルー・ルー攻め派
神山 公顕,かみやま きみあき,kamiyama_kimiaki@example.com,男,25,1996/5/16,未婚,沖縄県,050-449-4911,080-5807-5079,au,ぶっかけ・せき止め派
長友 大,ながとも まさる,nagatomo_masaru@example.com,男,29,1992/4/15,既婚,岡山県,020-421-2246,080-9821-9612,ソフトバンク,ぶっかけ・せき止め派
西口 和香,にしぐち わか,nishiguchi_waka@example.com,女,63,1957/11/18,既婚,栃木県,045-622-5533,090-2148-5937,ドコモ,左ルー・ルー攻め派
谷村 瞳,たにむら ひとみ,tanimura_hitomi@example.com,女,54,1967/7/17,既婚,東京都,027-826-3373,090-3335-4853,ソフトバンク,別盛り・混ぜ混ぜ派
森本 晋也,もりもと しんや,morimoto_shinya@example.com,男,51,1970/4/14,未婚,島根県,022-483-6969,080-8216- 176,ドコモ,右ルー・ルー攻め派
中谷 雄太,なかたに ゆうた,nakatani_yuuta@example.com,男,64,1957/9/1,既婚,神奈川県,076-923-7805,080- 795-2573,au,奥ルー・混ぜ混ぜ派
小杉 希,こすぎ のぞみ,kosugi_nozomi@example.com,女,70,1950/11/18,既婚,東京都,026-371-7250,090-9640-1349,au,左ルー・ナン派
五大 祐基,ごだい ゆうき,godai_yuuki@example.com,男,34,1987/5/9,既婚,石川県,0 4-531-6071,090-5647-7440,ドコモ,右ルー・せき止め派
有賀 恵子,ありが けいこ,ariga_keiko@example.com,女,63,1957/11/22,既婚,静岡県,096-981-3014,080-1535-9362,ツーカー,左ルー・ルー攻め派
西沢 龍吉,にしざわ りゅうきち,nishizawa_ryuukichi@example.com,男,24,1996/12/21,既婚,山口県,047- 15-6976,080-2851-8627,ドコモ,ぶっかけ・ルー攻め派
平 高史,たいら たかし,taira_takashi@example.com,男,69,1952/9/6,既婚,栃木県,013-432-4640,090-4643-9299,ドコモ,ぶっかけ・せき止め派
高瀬 染五郎,たかせ そめごろう,takase_somegorou@example.com,男,28,1993/4/28,既婚,栃木県,075-251-1490,080-9416-3730,ソフトバンク,ぶっかけ・別口派
大西 翔子,おおにし しょうこ,oonishi_shouko@example.com,女,62,1959/3/16,既婚,長野県,071-879-8873,080-5288- 520,ドコモ,手前ルー・別口派
堀 一恵,ほり かづえ,hori_kadue@example.com,女,21,2000/4/1,未婚,愛知県,082-326-4328,080-6304-4544,au,左ルー・せき止め派
本間 那奈,ほんま なな,honma_nana@example.com,女,43,1978/5/24,既婚,千葉県,019-861-7775,090-7357-6445,ソフトバンク,右ルー・せき止め派
川越 早紀,かわごえ さき,kawagoe_saki@example.com,女,65,1956/2/29,既婚,千葉県,073- 71-3266,090-1263-2484,ドコモ,手前ルー・ナン派
小川 雅彦,おがわ まさひこ,ogawa_masahiko@example.com,男,68,1953/3/5,既婚,福岡県,033-873-1756,080-4949- 143,ドコモ,奥ルー・別口派
福原 誠治,ふくはら せいじ,fukuhara_seiji@example.com,男,78,1943/1/25,既婚,静岡県,027-617-9045,090-7948-3877,au,左ルー・混ぜ混ぜ派
青木 景子,あおき けいこ,aoki_keiko@example.com,女,76,1945/1/15,既婚,愛知県,024-596-7868,090-8168-3797,ソフトバンク,ぶっかけ・ルー攻め派
星 美智子,ほし みちこ,hoshi_michiko@example.com,女,56,1965/2/15,既婚,宮城県,076-907-7019,090-7778- 251,ドコモ,左ルー・ルー攻め派
劇団 あや子,げきだん あやこ,gekidan_ayako@example.com,女,23,1998/5/1,既婚,大阪府,012-205-9433,090-2097-8117,ソフトバンク,手前ルー・ルー攻め派
志村 仁,しむら じん,shimura_jin@example.com,男,25,1996/6/25,未婚,東京都,069-893-1074,080-3676-7814,au,奥ルー・ルー攻め派
堀内 竜也,ほりうち たつや,horiuchi_tatsuya@example.com,男,35,1985/12/13,既婚,埼玉県,078-952-3758,090-2096-9107,ソフトバンク,ぶっかけ・せき止め派
小野 樹里,おの じゅり,ono_juri@example.com,女,30,1990/11/13,既婚,徳島県,066-198-7836,080-7924-6408,au,左ルー・混ぜ混ぜ派
福田 さやか,ふくだ さやか,fukuda_sayaka@example.com,女,49,1972/7/2,既婚,千葉県,075- 93- 112,090-9070-4467,ソフトバンク,左ルー・ルー攻め派
牧瀬 菜摘,まきせ なつみ,makise_natsumi@example.com,女,55,1965/12/5,既婚,大阪府,070-327-2971,080-5558-9294,ドコモ,左ルー・ルー攻め派
寺脇 昌代,てらわき まさよ,terawaki_masayo@example.com,女,30,1991/5/25,既婚,茨城県,077-471-9886,080-7304-8618,ドコモ,左ルー・ナン派
角谷 完爾,かどたに かんじ,kadotani_kanji@example.com,男,46,1975/7/11,既婚,埼玉県,0 5-556-1224,090-1168-1517,ドコモ,ぶっかけ・ルー攻め派
高嶋 綾女,たかしま あやめ,takashima_ayame@example.com,女,74,1947/1/13,既婚,北海道,090-927-3280,080-5868- 827,ドコモ,ぶっかけ・ナン派
富沢 竜次,とみさわ りゅうじ,tomisawa_ryuuji@example.com,男,77,1943/11/15,既婚,長崎県,0  -998- 598,090-2975-2270,ソフトバンク,左ルー・ルー攻め派
石山 桃子,いしやま ももこ,ishiyama_momoko@example.com,女,45,1976/8/8,既婚,兵庫県,054-908-3307,080- 101-8810,ドコモ,左ルー・せき止め派
三木 光博,みき みつひろ,miki_mitsuhiro@example.com,男,71,1950/3/17,既婚,広島県,027-762-6178,090-2863-8419,ソフトバンク,手前ルー・せき止め派
湊 亜希,みなと あき,minato_aki@example.com,女,36,1984/11/24,既婚,埼玉県,0 3-427-5077,080-4488-5888,ドコモ,奥ルー・ルー攻め派
高橋 兼,たかはし けん,takahashi_ken@example.com,男,66,1955/7/21,既婚,千葉県,0 7-473-3838,080-1303- 193,ドコモ,左ルー・せき止め派
山中 一輝,やまなか かずき,yamanaka_kazuki@example.com,男,50,1971/3/29,既婚,静岡県,019-453-5581,080-9064-9759,ドコモ,左ルー・せき止め派
水上 夏希,みずかみ なつき,mizukami_natsuki@example.com,女,24,1997/8/13,既婚,和歌山県,084-821-4575,080-9604-1494,ドコモ,ぶっかけ・別口派
福田 淳,ふくだ あつし,fukuda_atsushi@example.com,男,47,1974/3/30,既婚,兵庫県,018-965- 486,090-1343-9293,ドコモ,左ルー・ルー攻め派
林 真希,はやし まき,hayashi_maki@example.com,女,76,1945/2/14,既婚,北海道,067-210-5566,090-8812-1099,ドコモ,ぶっかけ・せき止め派
山上 美月,やまがみ みづき,yamagami_miduki@example.com,女,33,1987/10/15,既婚,奈良県,085-606-5885,090-5899-7551,ソフトバンク,ぶっかけ・ルー攻め派
仲村 光洋,なかむら みつひろ,nakamura_mitsuhiro@example.com,男,51,1970/9/13,既婚,福岡県,086-374-6180,080-1803-3720,au,手前ルー・ルー攻め派
早坂 大五郎,はやさか だいごろう,hayasaka_daigorou@example.com,男,65,1956/2/1,既婚,大阪府,0 8-340-2725,090-8560-6642,ツーカー,ぶっかけ・ルー攻め派
大城 美優,おおしろ みゅう,ooshiro_myuu@example.com,女,39,1982/2/15,既婚,神奈川県,052-682-2025,080-7485-6486,ドコモ,右ルー・ルー攻め派
高見 敏也,たかみ としや,takami_toshiya@example.com,男,63,1958/4/23,既婚,北海道,022-731-7248,080-3873-5985,ドコモ,奥ルー・混ぜ混ぜ派
市村 未來,いちむら みらい,ichimura_mirai@example.com,男,22,1998/11/11,既婚,栃木県,064-272-9236,090-6325-4247,ドコモ,右ルー・せき止め派
相沢 理紗,あいざわ りさ,aizawa_risa@example.com,女,76,1945/1/14,既婚,宮城県,085-255-7715,090-3479-9916,ドコモ,ぶっかけ・別口派
丸山 昌代,まるやま まさよ,maruyama_masayo@example.com,女,64,1957/5/14,既婚,福岡県,087-986-9379,090-7731-1356,ソフトバンク,右ルー・せき止め派
奥田 六郎,おくだ ろくろう,okuda_rokurou@example.com,男,76,1944/12/17,既婚,大阪府,099-833-8395,080-8207-2222,ドコモ,左ルー・ルー攻め派
飯塚 直人,いいづか なおと,iiduka_naoto@example.com,男,38,1983/5/13,既婚,長野県,045-859-5189,080-8948-1225,ドコモ,左ルー・せき止め派
星野 恵梨香,ほしの えりか,hoshino_erika@example.com,女,47,1974/4/2,既婚,愛知県,054-774-6446,080-5907-2231,ソフトバンク,手前ルー・ナン派
ともさか 勇介,ともさか ゆうすけ,tomosaka_yuusuke@example.com,男,64,1957/6/8,既婚,奈良県,020-984-1175,080- 423-7973,ドコモ,左ルー・混ぜ混ぜ派
宇都宮 芳正,うつのみや よしまさ,utsunomiya_yoshimasa@example.com,男,48,1973/4/14,既婚,茨城県,088-144-8841,080-9242-6905,ドコモ,奥ルー・別口派
中根 陽子,なかね ようこ,nakane_youko@example.com,女,23,1997/12/4,未婚,埼玉県,082-654-4020,080- 183-7771,ドコモ,ぶっかけ・せき止め派
吉田 莉緒,よしだ りお,yoshida_rio@example.com,女,20,2001/2/23,既婚,北海道,065-365-9561,090-9793-4239,au,左ルー・せき止め派
中根 幸子,なかね さちこ,nakane_sachiko@example.com,女,49,1972/8/8,既婚,千葉県,051-553-6425,090-3881-3806,au,左ルー・混ぜ混ぜ派
黒谷 知史,くろたに ともふみ,kurotani_tomofumi@example.com,男,36,1985/4/15,既婚,東京都,074-929-6135,080-4612-4218,au,右ルー・別口派
和泉 涼,わいずみ りょう,waizumi_ryou@example.com,女,39,1982/8/30,既婚,兵庫県,028-318-6685,090-1759-9922,ドコモ,ぶっかけ・せき止め派
河内 三郎,かわうち さぶろう,kawauchi_saburou@example.com,男,69,1952/6/12,既婚,滋賀県,021-183-8563,090-9929-6501,ソフトバンク,ぶっかけ・混ぜ混ぜ派
飛田 サダヲ,ひだ さだお,hida_sadawo@example.com,男,23,1998/6/8,未婚,沖縄県,033-258-2441,080-3756-8521,ドコモ,左ルー・別口派
阪口 美里,さかぐち みり,sakaguchi_miri@example.com,女,33,1987/9/29,既婚,徳島県,041-546-7482,080-2767-8862,ドコモ,左ルー・別口派
小池 あさみ,こいけ あさみ,koike_asami@example.com,女,43,1977/12/19,既婚,栃木県,040-723-9796,080-8036-7914,au,ぶっかけ・せき止め派
薬師丸 崇史,やくしまる たかし,yakushimaru_takashi@example.com,男,27,1994/3/26,既婚,茨城県,074-569-4994,090-1755-8937,ドコモ,ぶっかけ・別口派
五大 博明,ごだい ひろあき,godai_hiroaki@example.com,男,63,1958/6/14,既婚,東京都,040-349-4925,080-2026-7683,ドコモ,左ルー・せき止め派
篠崎 由宇,しのざき ゆう,shinozaki_yuu@example.com,女,68,1953/6/27,既婚,静岡県,041-235-6653,090-7028-5478,au,ぶっかけ・せき止め派
岩間 浩太郎,いわま こうたろう,iwama_koutarou@example.com,男,24,1997/8/21,未婚,東京都,045-460-8163,090-2874-9401,ドコモ,手前ルー・ルー攻め派
梅沢 由宇,うめざわ ゆう,umezawa_yuu@example.com,女,42,1978/10/27,既婚,神奈川県,076-893-8772,090-9845-5064,ドコモ,別盛り・ルー攻め派
下山 薫,しもやま かおる,shimoyama_kaoru@example.com,男,66,1954/12/31,既婚,大分県,013-887-7372,090-8228-4634,ドコモ,奥ルー・混ぜ混ぜ派
伊藤 美優,いとう みゅう,itou_myuu@example.com,女,77,1944/4/19,既婚,愛知県,0 7-619-3525,090-7838-7062,ソフトバンク,左ルー・せき止め派
今 美紀,こん みき,kon_miki@example.com,女,40,1981/8/7,既婚,広島県,090-612-4991,090-8993- 568,ソフトバンク,ぶっかけ・ルー攻め派
大庭 完爾,おおにわ かんじ,ooniwa_kanji@example.com,男,22,1999/4/19,未婚,東京都,024-968-6892,090-6513-6761,au,手前ルー・ナン派
小関 桃子,こぜき ももこ,kozeki_momoko@example.com,女,58,1963/7/21,既婚,山口県,040-469-4876,090-3715-2948,au,左ルー・ルー攻め派
福岡 杏,ふくおか あん,fukuoka_ann@example.com,女,80,1941/8/31,既婚,愛知県,0 5-307-2667,090-4979-5492,ドコモ,左ルー・ルー攻め派
岡田 恵梨香,おかだ えりか,okada_erika@example.com,女,39,1982/6/5,既婚,茨城県,073- 21- 798,080-2450-8317,ソフトバンク,奥ルー・混ぜ混ぜ派
藤岡 草太,ふじおか そうた,fujioka_souta@example.com,男,57,1963/10/25,既婚,愛知県,0 6-787-4163,080-9179-9999,au,左ルー・せき止め派
堀越 英嗣,ほりこし ひでつぐ,horikoshi_hidetsugu@example.com,男,71,1950/8/16,既婚,福島県,064-404-4045,090-4207-1600,ソフトバンク,奥ルー・混ぜ混ぜ派
吉田 勤,よしだ つとむ,yoshida_tsutomu@example.com,男,33,1988/2/29,既婚,広島県,049-850-8075,090-1286-2774,au,左ルー・せき止め派
松永 薫,まつなが かおる,matsunaga_kaoru@example.com,女,41,1979/12/2,既婚,埼玉県,027-679-7753,090-8469- 639,ソフトバンク,左ルー・ルー攻め派
馬場 夏希,ばば なつき,baba_natsuki@example.com,女,28,1993/5/26,既婚,栃木県,022- 37-4691,080-3617-5288,ドコモ,左ルー・せき止め派
野原 知史,のはら ともふみ,nohara_tomofumi@example.com,男,38,1983/1/26,未婚,埼玉県,077-610- 973,090-9594-3598,ソフトバンク,左ルー・ルー攻め派
石橋 努,いしばし つとむ,ishibashi_tsutomu@example.com,男,26,1994/11/21,既婚,大分県,036-181-9860,090-2872-1944,ドコモ,ぶっかけ・せき止め派
手塚 健,てづか けん,teduka_ken@example.com,男,49,1972/1/20,既婚,山梨県,022-318-9851,090-8012-9376,au,右ルー・せき止め派
北川 育二,きたかわ いくじ,kitakawa_ikuji@example.com,男,51,1970/3/2,既婚,福岡県,053-191- 916,080-9515-9183,ドコモ,ぶっかけ・せき止め派
松居 健,まつい けん,matsui_ken@example.com,男,34,1986/11/1,既婚,東京都,052-291-6032,080-4194-7158,ドコモ,ぶっかけ・せき止め派
平尾 夏希,ひらお なつき,hirao_natsuki@example.com,女,67,1954/4/21,既婚,三重県,061-432-1060,080-7081-2798,ドコモ,左ルー・混ぜ混ぜ派
深沢 惇,ふかざわ あつし,fukazawa_atsushi@example.com,男,79,1942/2/23,既婚,京都府,068-580-3667,090-3898-8090,ソフトバンク,別盛り・ルー攻め派
滝川 真一,たきがわ しんいち,takigawa_shinichi@example.com,男,62,1959/6/23,既婚,兵庫県,0 4-232-1353,080-6381-7125,au,左ルー・混ぜ混ぜ派
山野 春樹,やまの はるき,yamano_haruki@example.com,女,31,1989/12/26,未婚,北海道,028-920-5523,080-8248- 661,ソフトバンク,別盛り・混ぜ混ぜ派
楠 友也,くすのき ともや,kusunoki_tomoya@example.com,男,35,1986/9/13,既婚,神奈川県,082- 19-6556,080- 588-8594,ドコモ,手前ルー・せき止め派
役所 由宇,やくしょ ゆう,yakusho_yuu@example.com,女,48,1973/3/14,既婚,神奈川県,095-479-3406,080-5420- 804,ドコモ,手前ルー・別口派
西沢 秀隆,にしざわ ひでたか,nishizawa_hidetaka@example.com,男,78,1943/9/20,既婚,愛知県,026-761-7200,090-7865-9291,ドコモ,ぶっかけ・せき止め派
伴 俊二,ばん しゅんじ,ban_shunji@example.com,男,37,1984/8/20,既婚,埼玉県,076-815-1619,090-8933-8485,au,左ルー・混ぜ混ぜ派
岡山 薫,おかやま かおる,okayama_kaoru@example.com,女,25,1996/7/9,既婚,栃木県,058-220-3711,090-4149-4436,au,別盛り・ルー攻め派
雨宮 彩華,あまみや あやか,amamiya_ayaka@example.com,女,45,1976/5/31,既婚,兵庫県,081-636-5465,080-5726-4828,ソフトバンク,ぶっかけ・別口派
佐古 亜希,さこ あき,sako_aki@example.com,女,39,1982/4/14,既婚,新潟県,039-157-6026,080-4072-2365,ドコモ,ぶっかけ・ナン派
片瀬 杏,かたせ あん,katase_ann@example.com,女,44,1977/2/16,既婚,茨城県,047-994-9385,080-9716-2572,au,ぶっかけ・せき止め派
福本 和久,ふくもと かずひさ,fukumoto_kazuhisa@example.com,男,58,1963/8/7,既婚,沖縄県,072-366-5121,090-3974-7773,au,右ルー・せき止め派
松井 恵子,まつい けいこ,matsui_keiko@example.com,女,78,1942/11/4,既婚,栃木県,046-423-6089,090-3975-2197,ドコモ,ぶっかけ・ナン派
宇多田 文世,うただ ふみよ,utada_fumiyo@example.com,女,20,2001/3/3,未婚,山梨県,089-164- 313,090-7066-2550,ソフトバンク,左ルー・ルー攻め派
内村 美智子,うちむら みちこ,uchimura_michiko@example.com,女,32,1989/7/16,既婚,千葉県,025-974-1344,090-2377-3167,ドコモ,左ルー・せき止め派
朝倉 みゆき,あさくら みゆき,asakura_miyuki@example.com,女,59,1962/7/6,既婚,東京都,0 5-482-6597,090-9405-3173,au,左ルー・別口派
鶴岡 寿明,つるおか としあき,tsuruoka_toshiaki@example.com,男,36,1984/9/26,未婚,東京都,029-652-4089,090-6802-1125,au,ぶっかけ・せき止め派
田沢 まなみ,たざわ まなみ,tazawa_manami@example.com,女,62,1959/6/27,既婚,北海道,086- 95-3067,080-9196-1484,ソフトバンク,奥ルー・ルー攻め派
原田 季衣,はらだ としえ,harada_toshie@example.com,女,58,1963/2/10,既婚,兵庫県,0  -994-9713,090-9874-3855,au,奥ルー・せき止め派
哀川 一樹,あいかわ かずき,aikawa_kazuki@example.com,男,57,1964/9/14,既婚,青森県,087-854-9215,090-3091-1434,ソフトバンク,ぶっかけ・混ぜ混ぜ派
長谷部 沙知絵,はせべ さちえ,hasebe_sachie@example.com,女,45,1976/1/14,既婚,京都府,011-446-3667,080- 882-7170,ドコモ,ぶっかけ・ルー攻め派
倉本 沙知絵,くらもと さちえ,kuramoto_sachie@example.com,女,30,1991/4/28,未婚,福岡県,018-299-8600,090-6222-3676,ドコモ,左ルー・混ぜ混ぜ派
筧 なぎさ,かけい なぎさ,kakei_nagisa@example.com,女,66,1955/4/26,既婚,高知県,035-178-5343,090-7716-8798,ドコモ,手前ルー・混ぜ混ぜ派
和田 亮,わだ りょう,wada_ryou@example.com,男,28,1992/11/22,未婚,三重県,082- 94-8284,090-9155-1951,ドコモ,右ルー・混ぜ混ぜ派
薬師丸 隆太,やくしまる りゅうた,yakushimaru_ryuuta@example.com,男,30,1990/10/8,既婚,大阪府,082- 26-8683,090- 667-6806,ドコモ,左ルー・ルー攻め派
橋本 美月,はしもと みづき,hashimoto_miduki@example.com,女,38,1983/4/13,既婚,埼玉県,076-639-6409,080-3809-4635,au,左ルー・せき止め派
楠本 あさみ,くすもと あさみ,kusumoto_asami@example.com,女,36,1985/9/23,既婚,大阪府,077-537-1924,080- 250- 221,ドコモ,左ルー・せき止め派
近藤 勇一,こんどう ゆういち,kondou_yuuichi@example.com,男,47,1974/6/25,既婚,東京都,082-625-6980,090-1463-4085,ドコモ,ぶっかけ・混ぜ混ぜ派
菊地 夏希,きくち なつき,kikuchi_natsuki@example.com,女,53,1967/12/17,既婚,埼玉県,012-175-4081,090-5283-6253,ドコモ,左ルー・混ぜ混ぜ派
新田 優,あらた ゆう,arata_yuu@example.com,男,73,1947/10/31,既婚,北海道,016-860- 347,080-2433-5029,ドコモ,左ルー・せき止め派
小泉 亜希,こいずみ あき,koizumi_aki@example.com,女,25,1995/11/5,未婚,徳島県,066-266-8271,080-8976-8857,ドコモ,ぶっかけ・別口派
滝田 満,たきた みつる,takita_mitsuru@example.com,男,23,1997/10/17,既婚,愛知県,023- 31-  65,080-3196- 504,ドコモ,別盛り・せき止め派
乾 完爾,いぬい かんじ,inui_kanji@example.com,男,58,1963/3/23,既婚,神奈川県,074-343-6590,080-4399- 567,au,手前ルー・混ぜ混ぜ派
稲葉 菊生,いなば きくお,inaba_kikuo@example.com,男,58,1963/5/25,既婚,岡山県,088-524-5661,090-  10-1363,ドコモ,ぶっかけ・別口派
余 陽介,よ ようすけ,yo_yousuke@example.com,男,31,1990/8/16,既婚,群馬県,010-500-9710,080-6522-9538,au,左ルー・ルー攻め派
服部 千夏,はっとり ちなつ,hattori_chinatsu@example.com,女,32,1989/5/31,未婚,岐阜県,0 4-971-7689,090-8977-3138,ドコモ,ぶっかけ・ルー攻め派
川島 真一,かわしま しんいち,kawashima_shinichi@example.com,男,61,1960/2/26,既婚,沖縄県,0  -675- 381,090-9913-1151,ソフトバンク,ぶっかけ・せき止め派
河本 豊,こうもと ゆたか,koumoto_yutaka@example.com,男,73,1948/2/27,既婚,宮崎県,065- 87-7492,080-5764-5056,ドコモ,左ルー・別口派
今川 美紀,いまがわ みき,imagawa_miki@example.com,女,23,1998/2/13,未婚,福岡県,0 9-840-8628,090- 255-4577,ドコモ,左ルー・せき止め派
葛山 真一,かつらやま しんいち,katsurayama_shinichi@example.com,男,43,1978/5/10,既婚,千葉県,035-448-9269,090-6112- 556,ドコモ,ぶっかけ・ルー攻め派
小高 由樹,こだか ゆき,kodaka_yuki@example.com,女,43,1978/9/6,既婚,京都府,031-674-3313,090-4641- 388,au,左ルー・別口派
今井 雅功,いまい まさとし,imai_masatoshi@example.com,男,28,1992/12/12,未婚,東京都,065-760-6763,090-2556-3093,ドコモ,右ルー・ルー攻め派
芦屋 寛治,あしや かんじ,ashiya_kanji@example.com,男,38,1983/6/22,既婚,福井県,035-418-1128,090-7940-3442,ドコモ,奥ルー・せき止め派
植木 鉄洋,うえき てつひろ,ueki_tetsuhiro@example.com,男,40,1980/12/28,既婚,鹿児島県,055-629-8429,090-4573-7197,ドコモ,左ルー・ルー攻め派
奥 和之,おく かずゆき,oku_kazuyuki@example.com,男,20,2001/5/20,未婚,茨城県,071-768-1293,080-9055-5633,ドコモ,奥ルー・ルー攻め派
中岡 彩,なかおか あや,nakaoka_aya@example.com,女,54,1967/3/29,既婚,山形県,094-634-1743,080-6761-7286,ソフトバンク,奥ルー・せき止め派
鹿手袋 竜也,しかてぶくろ たつや,shikatebukuro_tatsuya@example.com,男,30,1990/11/1,既婚,埼玉県,085-697-1222,090-7581-3708,ドコモ,左ルー・混ぜ混ぜ派
稲田 寛,いなだ ひろし,inada_hiroshi@example.com,男,46,1974/10/24,既婚,三重県,020-428-7185,080-9563-7838,ドコモ,左ルー・せき止め派
塩谷 遥,しおたに はるか,shiotani_haruka@example.com,女,35,1986/7/9,既婚,山梨県,099-444-6491,080-6250-9276,ドコモ,ぶっかけ・混ぜ混ぜ派
石沢 美希,いしざわ みき,ishizawa_miki@example.com,女,57,1964/5/22,既婚,宮城県,085-594-5566,080-5868-9477,ドコモ,ぶっかけ・ナン派
西野 真吾,にしの しんご,nishino_shingo@example.com,男,41,1980/4/7,既婚,栃木県,069-439- 890,080-9219-3832,ドコモ,左ルー・せき止め派
河西 充則,かわにし みつのり,kawanishi_mitsunori@example.com,男,55,1966/3/8,既婚,群馬県,091-974-7988,080-2420- 642,ドコモ,ぶっかけ・ルー攻め派
手塚 秀隆,てづか ひでたか,teduka_hidetaka@example.com,男,72,1948/12/4,既婚,宮崎県,0  -925-5675,090-4920-9100,ドコモ,ぶっかけ・せき止め派
正木 洋介,まさき ようすけ,masaki_yousuke@example.com,男,67,1954/6/18,既婚,山口県,046-607-4486,080-9669-4810,au,手前ルー・ルー攻め派
木下 新太,きのした あらた,kinoshita_arata@example.com,男,62,1959/8/1,既婚,愛媛県,077-295-6159,080-6598-7223,ソフトバンク,右ルー・ルー攻め派
都築 杏,つづき あん,tsuduki_ann@example.com,女,32,1989/6/4,既婚,徳島県,041-475-7771,090-7669-4892,ソフトバンク,ぶっかけ・せき止め派
堀井 康文,ほりい やすふみ,horii_yasufumi@example.com,男,54,1967/1/26,既婚,東京都,068- 98-7465,090-1590-3331,ドコモ,左ルー・混ぜ混ぜ派
松本 麻緒,まつもと まお,matsumoto_mao@example.com,女,34,1986/10/4,既婚,東京都,098-874-7258,080-3635-8635,ドコモ,ぶっかけ・せき止め派
滝本 真一,たきもと しんいち,takimoto_shinichi@example.com,男,55,1965/10/10,既婚,千葉県,092-135-8760,080-6065-1930,ドコモ,別盛り・せき止め派
